index,mon,day,exp,stn,camera,geno,treat,juice,period,min,n_flies,,,,
1,3,30,1,2,0,B,pc,p,1,0,1,,,,
2,3,30,1,2,0,C,pc,p,1,0,0,,,,
3,3,30,1,2,0,F,pc,p,1,0,0,,,,
4,3,30,1,2,0,X,pc,p,1,0,1,,,,
5,3,30,1,2,0,Y,pc,p,1,0,1,,,,
6,3,30,1,2,0,Z,pc,p,1,0,0,,,,
7,3,30,1,2,0,B,pc,p,1,1,1,,,,
8,3,30,1,2,0,C,pc,p,1,1,0,,,,
9,3,30,1,2,0,F,pc,p,1,1,0,,,,
10,3,30,1,2,0,X,pc,p,1,1,1,,,,
11,3,30,1,2,0,Y,pc,p,1,1,1,,,,
12,3,30,1,2,0,Z,pc,p,1,1,1,,,,
13,3,30,1,2,0,B,pc,p,1,2,1,,,,
14,3,30,1,2,0,C,pc,p,1,2,0,,,,
15,3,30,1,2,0,F,pc,p,1,2,0,,,,
16,3,30,1,2,0,X,pc,p,1,2,1,,,,
17,3,30,1,2,0,Y,pc,p,1,2,1,,,,
18,3,30,1,2,0,Z,pc,p,1,2,0,,,,
19,3,30,1,2,0,B,pc,p,1,3,1,,,,
20,3,30,1,2,0,C,pc,p,1,3,0,,,,
21,3,30,1,2,0,F,pc,p,1,3,0,,,,
22,3,30,1,2,0,X,pc,p,1,3,1,,,,
23,3,30,1,2,0,Y,pc,p,1,3,1,,,,
24,3,30,1,2,0,Z,pc,p,1,3,0,,,,
25,3,30,1,2,0,B,pc,p,1,5,1,,,,
26,3,30,1,2,0,C,pc,p,1,5,0,,,,
27,3,30,1,2,0,F,pc,p,1,5,0,,,,
28,3,30,1,2,0,X,pc,p,1,5,4,,,,
29,3,30,1,2,0,Y,pc,p,1,5,0,,,,
30,3,30,1,2,0,Z,pc,p,1,5,0,,,,
31,3,30,1,2,0,B,pc,p,1,7,1,,,,
32,3,30,1,2,0,C,pc,p,1,7,0,,,,
33,3,30,1,2,0,F,pc,p,1,7,0,,,,
34,3,30,1,2,0,X,pc,p,1,7,4,,,,
35,3,30,1,2,0,Y,pc,p,1,7,0,,,,
36,3,30,1,2,0,Z,pc,p,1,7,0,,,,
37,3,30,1,2,0,B,pc,p,1,10,1,,,,
38,3,30,1,2,0,C,pc,p,1,10,0,,,,
39,3,30,1,2,0,F,pc,p,1,10,0,,,,
40,3,30,1,2,0,X,pc,p,1,10,4,,,,
41,3,30,1,2,0,Y,pc,p,1,10,0,,,,
42,3,30,1,2,0,Z,pc,p,1,10,0,,,,
43,3,30,1,2,0,B,pc,p,1,12,1,,,,
44,3,30,1,2,0,C,pc,p,1,12,0,,,,
45,3,30,1,2,0,F,pc,p,1,12,0,,,,
46,3,30,1,2,0,X,pc,p,1,12,4,,,,
47,3,30,1,2,0,Y,pc,p,1,12,0,,,,
48,3,30,1,2,0,Z,pc,p,1,12,0,,,,
49,3,30,1,2,0,B,pc,p,1,15,1,,,,
50,3,30,1,2,0,C,pc,p,1,15,0,,,,
51,3,30,1,2,0,F,pc,p,1,15,0,,,,
52,3,30,1,2,0,X,pc,p,1,15,4,,,,
53,3,30,1,2,0,Y,pc,p,1,15,0,,,,
54,3,30,1,2,0,Z,pc,p,1,15,1,,,,
55,3,30,1,2,0,B,pc,p,1,17,1,,,,
56,3,30,1,2,0,C,pc,p,1,17,1,,,,
57,3,30,1,2,0,F,pc,p,1,17,0,,,,
58,3,30,1,2,0,X,pc,p,1,17,3,,,,
59,3,30,1,2,0,Y,pc,p,1,17,0,,,,
60,3,30,1,2,0,Z,pc,p,1,17,0,,,,
61,3,30,1,2,0,B,pc,p,1,20,1,,,,
62,3,30,1,2,0,C,pc,p,1,20,1,,,,
63,3,30,1,2,0,F,pc,p,1,20,0,,,,
64,3,30,1,2,0,X,pc,p,1,20,4,,,,
65,3,30,1,2,0,Y,pc,p,1,20,0,,,,
66,3,30,1,2,0,Z,pc,p,1,20,0,,,,
67,3,30,1,2,0,B,pc,p,1,23,1,,,,
68,3,30,1,2,0,C,pc,p,1,23,1,,,,
69,3,30,1,2,0,F,pc,p,1,23,0,,,,
70,3,30,1,2,0,X,pc,p,1,23,3,,,,
71,3,30,1,2,0,Y,pc,p,1,23,0,,,,
72,3,30,1,2,0,Z,pc,p,1,23,0,,,,
73,3,30,1,2,0,B,pc,p,1,25,1,,,,
74,3,30,1,2,0,C,pc,p,1,25,2,,,,
75,3,30,1,2,0,F,pc,p,1,25,0,,,,
76,3,30,1,2,0,X,pc,p,1,25,3,,,,
77,3,30,1,2,0,Y,pc,p,1,25,0,,,,
78,3,30,1,2,0,Z,pc,p,1,25,0,,,,
79,3,30,1,2,0,B,pc,p,1,28,2,,,,
80,3,30,1,2,0,C,pc,p,1,28,2,,,,
81,3,30,1,2,0,F,pc,p,1,28,0,,,,
82,3,30,1,2,0,X,pc,p,1,28,3,,,,
83,3,30,1,2,0,Y,pc,p,1,28,1,,,,
84,3,30,1,2,0,Z,pc,p,1,28,0,,,,
85,3,30,1,2,0,B,pc,p,1,30,2,,,,
86,3,30,1,2,0,C,pc,p,1,30,2,,,,
87,3,30,1,2,0,F,pc,p,1,30,0,,,,
88,3,30,1,2,0,X,pc,p,1,30,3,,,,
89,3,30,1,2,0,Y,pc,p,1,30,1,,,,
90,3,30,1,2,0,Z,pc,p,1,30,0,,,,
91,3,30,1,2,0,B,pc,p,1,35,1,,,,
92,3,30,1,2,0,C,pc,p,1,35,1,,,,
93,3,30,1,2,0,F,pc,p,1,35,0,,,,
94,3,30,1,2,0,X,pc,p,1,35,1,,,,
95,3,30,1,2,0,Y,pc,p,1,35,1,,,,
96,3,30,1,2,0,Z,pc,p,1,35,0,,,,
97,3,30,1,2,0,B,pc,p,1,40,1,,,,
98,3,30,1,2,0,C,pc,p,1,40,2,,,,
99,3,30,1,2,0,F,pc,p,1,40,0,,,,
100,3,30,1,2,0,X,pc,p,1,40,1,,,,
101,3,30,1,2,0,Y,pc,p,1,40,0,,,,
102,3,30,1,2,0,Z,pc,p,1,40,0,,,,
103,3,30,1,2,0,B,pc,p,1,45,2,,,,
104,3,30,1,2,0,C,pc,p,1,45,2,,,,
105,3,30,1,2,0,F,pc,p,1,45,0,,,,
106,3,30,1,2,0,X,pc,p,1,45,1,,,,
107,3,30,1,2,0,Y,pc,p,1,45,0,,,,
108,3,30,1,2,0,Z,pc,p,1,45,0,,,,
109,3,30,1,2,0,B,pc,p,1,52,2,,,,
110,3,30,1,2,0,C,pc,p,1,52,1,,,,
111,3,30,1,2,0,F,pc,p,1,52,0,,,,
112,3,30,1,2,0,X,pc,p,1,52,0,,,,
113,3,30,1,2,0,Y,pc,p,1,52,0,,,,
114,3,30,1,2,0,Z,pc,p,1,52,0,,,,
115,3,30,1,2,0,B,pc,p,1,60,3,,,,
116,3,30,1,2,0,C,pc,p,1,60,1,,,,
117,3,30,1,2,0,F,pc,p,1,60,0,,,,
118,3,30,1,2,0,X,pc,p,1,60,1,,,,
119,3,30,1,2,0,Y,pc,p,1,60,0,,,,
120,3,30,1,2,0,Z,pc,p,1,60,0,,,,
121,3,30,1,2,0,B,pc,p,1,67,3,,,,
122,3,30,1,2,0,C,pc,p,1,67,1,,,,
123,3,30,1,2,0,F,pc,p,1,67,0,,,,
124,3,30,1,2,0,X,pc,p,1,67,2,,,,
125,3,30,1,2,0,Y,pc,p,1,67,0,,,,
126,3,30,1,2,0,Z,pc,p,1,67,0,,,,
127,3,30,1,2,0,B,pc,p,1,75,4,,,,
128,3,30,1,2,0,C,pc,p,1,75,1,,,,
129,3,30,1,2,0,F,pc,p,1,75,0,,,,
130,3,30,1,2,0,X,pc,p,1,75,2,,,,
131,3,30,1,2,0,Y,pc,p,1,75,1,,,,
132,3,30,1,2,0,Z,pc,p,1,75,0,,,,
133,3,30,1,2,0,B,pc,p,1,82,4,,,,
134,3,30,1,2,0,C,pc,p,1,82,1,,,,
135,3,30,1,2,0,F,pc,p,1,82,0,,,,
136,3,30,1,2,0,X,pc,p,1,82,0,,,,
137,3,30,1,2,0,Y,pc,p,1,82,0,,,,
138,3,30,1,2,0,Z,pc,p,1,82,0,,,,
139,3,30,1,2,0,B,pc,p,1,90,2,,,,
140,3,30,1,2,0,C,pc,p,1,90,0,,,,
141,3,30,1,2,0,F,pc,p,1,90,0,,,,
142,3,30,1,2,0,X,pc,p,1,90,0,,,,
143,3,30,1,2,0,Y,pc,p,1,90,1,,,,
144,3,30,1,2,0,Z,pc,p,1,90,0,,,,
145,3,30,1,2,0,B,pc,p,1,98,2,,,,
146,3,30,1,2,0,C,pc,p,1,98,2,,,,
147,3,30,1,2,0,F,pc,p,1,98,0,,,,
148,3,30,1,2,0,X,pc,p,1,98,1,,,,
149,3,30,1,2,0,Y,pc,p,1,98,0,,,,
150,3,30,1,2,0,Z,pc,p,1,98,0,,,,
151,3,30,1,2,0,B,pc,p,1,105,1,,,,
152,3,30,1,2,0,C,pc,p,1,105,1,,,,
153,3,30,1,2,0,F,pc,p,1,105,0,,,,
154,3,30,1,2,0,X,pc,p,1,105,1,,,,
155,3,30,1,2,0,Y,pc,p,1,105,0,,,,
156,3,30,1,2,0,Z,pc,p,1,105,0,,,,
157,3,30,1,2,0,B,pc,p,1,113,3,,,,
158,3,30,1,2,0,C,pc,p,1,113,0,,,,
159,3,30,1,2,0,F,pc,p,1,113,0,,,,
160,3,30,1,2,0,X,pc,p,1,113,0,,,,
161,3,30,1,2,0,Y,pc,p,1,113,1,,,,
162,3,30,1,2,0,Z,pc,p,1,113,0,,,,
163,3,30,1,2,0,B,pc,p,1,120,3,,,,
164,3,30,1,2,0,C,pc,p,1,120,1,,,,
165,3,30,1,2,0,F,pc,p,1,120,0,,,,
166,3,30,1,2,0,X,pc,p,1,120,0,,,,
167,3,30,1,2,0,Y,pc,p,1,120,0,,,,
168,3,30,1,2,0,Z,pc,p,1,120,0,,,,
169,3,30,1,2,0,B,gc,p,2,0,2,,,,
170,3,30,1,2,0,C,gc,p,2,0,0,,,,
171,3,30,1,2,0,F,gc,p,2,0,0,,,,
172,3,30,1,2,0,X,gc,p,2,0,0,,,,
173,3,30,1,2,0,Y,gc,p,2,0,0,,,,
174,3,30,1,2,0,Z,gc,p,2,0,0,,,,
175,3,30,1,2,0,B,gc,p,2,1,2,,,,
176,3,30,1,2,0,C,gc,p,2,1,0,,,,
177,3,30,1,2,0,F,gc,p,2,1,0,,,,
178,3,30,1,2,0,X,gc,p,2,1,0,,,,
179,3,30,1,2,0,Y,gc,p,2,1,0,,,,
180,3,30,1,2,0,Z,gc,p,2,1,0,,,,
181,3,30,1,2,0,B,gc,p,2,2,2,,,,
182,3,30,1,2,0,C,gc,p,2,2,0,,,,
183,3,30,1,2,0,F,gc,p,2,2,0,,,,
184,3,30,1,2,0,X,gc,p,2,2,0,,,,
185,3,30,1,2,0,Y,gc,p,2,2,0,,,,
186,3,30,1,2,0,Z,gc,p,2,2,1,,,,
187,3,30,1,2,0,B,gc,p,2,3,2,,,,
188,3,30,1,2,0,C,gc,p,2,3,1,,,,
189,3,30,1,2,0,F,gc,p,2,3,0,,,,
190,3,30,1,2,0,X,gc,p,2,3,0,,,,
191,3,30,1,2,0,Y,gc,p,2,3,0,,,,
192,3,30,1,2,0,Z,gc,p,2,3,0,,,,
193,3,30,1,2,0,B,gc,p,2,5,2,,,,
194,3,30,1,2,0,C,gc,p,2,5,1,,,,
195,3,30,1,2,0,F,gc,p,2,5,1,,,,
196,3,30,1,2,0,X,gc,p,2,5,0,,,,
197,3,30,1,2,0,Y,gc,p,2,5,1,,,,
198,3,30,1,2,0,Z,gc,p,2,5,1,,,,
199,3,30,1,2,0,B,gc,p,2,7,2,,,,
200,3,30,1,2,0,C,gc,p,2,7,1,,,,
201,3,30,1,2,0,F,gc,p,2,7,0,,,,
202,3,30,1,2,0,X,gc,p,2,7,2,,,,
203,3,30,1,2,0,Y,gc,p,2,7,1,,,,
204,3,30,1,2,0,Z,gc,p,2,7,1,,,,
205,3,30,1,2,0,B,gc,p,2,10,1,,,,
206,3,30,1,2,0,C,gc,p,2,10,3,,,,
207,3,30,1,2,0,F,gc,p,2,10,2,,,,
208,3,30,1,2,0,X,gc,p,2,10,2,,,,
209,3,30,1,2,0,Y,gc,p,2,10,0,,,,
210,3,30,1,2,0,Z,gc,p,2,10,0,,,,
211,3,30,1,2,0,B,gc,p,2,12,1,,,,
212,3,30,1,2,0,C,gc,p,2,12,3,,,,
213,3,30,1,2,0,F,gc,p,2,12,2,,,,
214,3,30,1,2,0,X,gc,p,2,12,2,,,,
215,3,30,1,2,0,Y,gc,p,2,12,1,,,,
216,3,30,1,2,0,Z,gc,p,2,12,0,,,,
217,3,30,1,2,0,B,gc,p,2,15,1,,,,
218,3,30,1,2,0,C,gc,p,2,15,3,,,,
219,3,30,1,2,0,F,gc,p,2,15,1,,,,
220,3,30,1,2,0,X,gc,p,2,15,2,,,,
221,3,30,1,2,0,Y,gc,p,2,15,0,,,,
222,3,30,1,2,0,Z,gc,p,2,15,0,,,,
223,3,30,1,2,0,B,gc,p,2,17,1,,,,
224,3,30,1,2,0,C,gc,p,2,17,3,,,,
225,3,30,1,2,0,F,gc,p,2,17,2,,,,
226,3,30,1,2,0,X,gc,p,2,17,2,,,,
227,3,30,1,2,0,Y,gc,p,2,17,0,,,,
228,3,30,1,2,0,Z,gc,p,2,17,0,,,,
229,3,30,1,2,0,B,gc,p,2,20,1,,,,
230,3,30,1,2,0,C,gc,p,2,20,3,,,,
231,3,30,1,2,0,F,gc,p,2,20,2,,,,
232,3,30,1,2,0,X,gc,p,2,20,2,,,,
233,3,30,1,2,0,Y,gc,p,2,20,0,,,,
234,3,30,1,2,0,Z,gc,p,2,20,0,,,,
235,3,30,1,2,0,B,gc,p,2,23,1,,,,
236,3,30,1,2,0,C,gc,p,2,23,4,,,,
237,3,30,1,2,0,F,gc,p,2,23,2,,,,
238,3,30,1,2,0,X,gc,p,2,23,4,,,,
239,3,30,1,2,0,Y,gc,p,2,23,0,,,,
240,3,30,1,2,0,Z,gc,p,2,23,0,,,,
241,3,30,1,2,0,B,gc,p,2,25,1,,,,
242,3,30,1,2,0,C,gc,p,2,25,3,,,,
243,3,30,1,2,0,F,gc,p,2,25,2,,,,
244,3,30,1,2,0,X,gc,p,2,25,3,,,,
245,3,30,1,2,0,Y,gc,p,2,25,0,,,,
246,3,30,1,2,0,Z,gc,p,2,25,0,,,,
247,3,30,1,2,0,B,gc,p,2,28,1,,,,
248,3,30,1,2,0,C,gc,p,2,28,2,,,,
249,3,30,1,2,0,F,gc,p,2,28,2,,,,
250,3,30,1,2,0,X,gc,p,2,28,3,,,,
251,3,30,1,2,0,Y,gc,p,2,28,0,,,,
252,3,30,1,2,0,Z,gc,p,2,28,0,,,,
253,3,30,1,2,0,B,gc,p,2,30,1,,,,
254,3,30,1,2,0,C,gc,p,2,30,3,,,,
255,3,30,1,2,0,F,gc,p,2,30,2,,,,
256,3,30,1,2,0,X,gc,p,2,30,3,,,,
257,3,30,1,2,0,Y,gc,p,2,30,0,,,,
258,3,30,1,2,0,Z,gc,p,2,30,0,,,,
259,3,30,1,2,0,B,gc,p,2,35,1,,,,
260,3,30,1,2,0,C,gc,p,2,35,3,,,,
261,3,30,1,2,0,F,gc,p,2,35,1,,,,
262,3,30,1,2,0,X,gc,p,2,35,2,,,,
263,3,30,1,2,0,Y,gc,p,2,35,0,,,,
264,3,30,1,2,0,Z,gc,p,2,35,0,,,,
265,3,30,1,2,0,B,gc,p,2,40,1,,,,
266,3,30,1,2,0,C,gc,p,2,40,3,,,,
267,3,30,1,2,0,F,gc,p,2,40,3,,,,
268,3,30,1,2,0,X,gc,p,2,40,4,,,,
269,3,30,1,2,0,Y,gc,p,2,40,1,,,,
270,3,30,1,2,0,Z,gc,p,2,40,1,,,,
271,3,30,1,2,0,B,gc,p,2,45,1,,,,
272,3,30,1,2,0,C,gc,p,2,45,3,,,,
273,3,30,1,2,0,F,gc,p,2,45,2,,,,
274,3,30,1,2,0,X,gc,p,2,45,4,,,,
275,3,30,1,2,0,Y,gc,p,2,45,1,,,,
276,3,30,1,2,0,Z,gc,p,2,45,1,,,,
277,3,30,1,2,0,B,gc,p,2,52,1,,,,
278,3,30,1,2,0,C,gc,p,2,52,1,,,,
279,3,30,1,2,0,F,gc,p,2,52,1,,,,
280,3,30,1,2,0,X,gc,p,2,52,3,,,,
281,3,30,1,2,0,Y,gc,p,2,52,2,,,,
282,3,30,1,2,0,Z,gc,p,2,52,2,,,,
283,3,30,1,2,0,B,gc,p,2,60,2,,,,
284,3,30,1,2,0,C,gc,p,2,60,4,,,,
285,3,30,1,2,0,F,gc,p,2,60,2,,,,
286,3,30,1,2,0,X,gc,p,2,60,4,,,,
287,3,30,1,2,0,Y,gc,p,2,60,1,,,,
288,3,30,1,2,0,Z,gc,p,2,60,3,,,,
289,3,30,1,2,0,B,gc,p,2,67,2,,,,
290,3,30,1,2,0,C,gc,p,2,67,3,,,,
291,3,30,1,2,0,F,gc,p,2,67,2,,,,
292,3,30,1,2,0,X,gc,p,2,67,4,,,,
293,3,30,1,2,0,Y,gc,p,2,67,1,,,,
294,3,30,1,2,0,Z,gc,p,2,67,2,,,,
295,3,30,1,2,0,B,gc,p,2,75,4,,,,
296,3,30,1,2,0,C,gc,p,2,75,4,,,,
297,3,30,1,2,0,F,gc,p,2,75,2,,,,
298,3,30,1,2,0,X,gc,p,2,75,3,,,,
299,3,30,1,2,0,Y,gc,p,2,75,0,,,,
300,3,30,1,2,0,Z,gc,p,2,75,3,,,,
301,3,30,1,2,0,B,gc,p,2,82,4,,,,
302,3,30,1,2,0,C,gc,p,2,82,3,,,,
303,3,30,1,2,0,F,gc,p,2,82,4,,,,
304,3,30,1,2,0,X,gc,p,2,82,3,,,,
305,3,30,1,2,0,Y,gc,p,2,82,1,,,,
306,3,30,1,2,0,Z,gc,p,2,82,5,,,,
307,3,30,1,2,0,B,gc,p,2,90,4,,,,
308,3,30,1,2,0,C,gc,p,2,90,1,,,,
309,3,30,1,2,0,F,gc,p,2,90,3,,,,
310,3,30,1,2,0,X,gc,p,2,90,3,,,,
311,3,30,1,2,0,Y,gc,p,2,90,1,,,,
312,3,30,1,2,0,Z,gc,p,2,90,5,,,,
313,3,30,1,2,0,B,gc,p,2,98,4,,,,
314,3,30,1,2,0,C,gc,p,2,98,2,,,,
315,3,30,1,2,0,F,gc,p,2,98,2,,,,
316,3,30,1,2,0,X,gc,p,2,98,3,,,,
317,3,30,1,2,0,Y,gc,p,2,98,0,,,,
318,3,30,1,2,0,Z,gc,p,2,98,5,,,,
319,3,30,1,2,0,B,gc,p,2,105,4,,,,
320,3,30,1,2,0,C,gc,p,2,105,2,,,,
321,3,30,1,2,0,F,gc,p,2,105,0,,,,
322,3,30,1,2,0,X,gc,p,2,105,2,,,,
323,3,30,1,2,0,Y,gc,p,2,105,0,,,,
324,3,30,1,2,0,Z,gc,p,2,105,4,,,,
325,3,30,1,2,0,B,gc,p,2,113,3,,,,
326,3,30,1,2,0,C,gc,p,2,113,3,,,,
327,3,30,1,2,0,F,gc,p,2,113,1,,,,
328,3,30,1,2,0,X,gc,p,2,113,1,,,,
329,3,30,1,2,0,Y,gc,p,2,113,0,,,,
330,3,30,1,2,0,Z,gc,p,2,113,5,,,,
331,3,30,1,2,0,B,gc,p,2,120,3,,,,
332,3,30,1,2,0,C,gc,p,2,120,2,,,,
333,3,30,1,2,0,F,gc,p,2,120,0,,,,
334,3,30,1,2,0,X,gc,p,2,120,2,,,,
335,3,30,1,2,0,Y,gc,p,2,120,1,,,,
336,3,30,1,2,0,Z,gc,p,2,120,5,,,,
337,3,30,1,2,2,B,pc,g,1,0,0,,,,
338,3,30,1,2,2,C,pc,g,1,0,0,,,,
339,3,30,1,2,2,F,pc,g,1,0,1,,,,
340,3,30,1,2,2,X,pc,g,1,0,1,,,,
341,3,30,1,2,2,Y,pc,g,1,0,0,,,,
342,3,30,1,2,2,Z,pc,g,1,0,0,,,,
343,3,30,1,2,2,B,pc,g,1,1,0,,,,
344,3,30,1,2,2,C,pc,g,1,1,0,,,,
345,3,30,1,2,2,F,pc,g,1,1,0,,,,
346,3,30,1,2,2,X,pc,g,1,1,1,,,,
347,3,30,1,2,2,Y,pc,g,1,1,0,,,,
348,3,30,1,2,2,Z,pc,g,1,1,0,,,,
349,3,30,1,2,2,B,pc,g,1,2,0,,,,
350,3,30,1,2,2,C,pc,g,1,2,0,,,,
351,3,30,1,2,2,F,pc,g,1,2,0,,,,
352,3,30,1,2,2,X,pc,g,1,2,1,,,,
353,3,30,1,2,2,Y,pc,g,1,2,0,,,,
354,3,30,1,2,2,Z,pc,g,1,2,0,,,,
355,3,30,1,2,2,B,pc,g,1,3,0,,,,
356,3,30,1,2,2,C,pc,g,1,3,0,,,,
357,3,30,1,2,2,F,pc,g,1,3,0,,,,
358,3,30,1,2,2,X,pc,g,1,3,1,,,,
359,3,30,1,2,2,Y,pc,g,1,3,0,,,,
360,3,30,1,2,2,Z,pc,g,1,3,0,,,,
361,3,30,1,2,2,B,pc,g,1,5,0,,,,
362,3,30,1,2,2,C,pc,g,1,5,0,,,,
363,3,30,1,2,2,F,pc,g,1,5,0,,,,
364,3,30,1,2,2,X,pc,g,1,5,1,,,,
365,3,30,1,2,2,Y,pc,g,1,5,0,,,,
366,3,30,1,2,2,Z,pc,g,1,5,0,,,,
367,3,30,1,2,2,B,pc,g,1,7,0,,,,
368,3,30,1,2,2,C,pc,g,1,7,0,,,,
369,3,30,1,2,2,F,pc,g,1,7,0,,,,
370,3,30,1,2,2,X,pc,g,1,7,1,,,,
371,3,30,1,2,2,Y,pc,g,1,7,0,,,,
372,3,30,1,2,2,Z,pc,g,1,7,0,,,,
373,3,30,1,2,2,B,pc,g,1,10,0,,,,
374,3,30,1,2,2,C,pc,g,1,10,0,,,,
375,3,30,1,2,2,F,pc,g,1,10,1,,,,
376,3,30,1,2,2,X,pc,g,1,10,1,,,,
377,3,30,1,2,2,Y,pc,g,1,10,0,,,,
378,3,30,1,2,2,Z,pc,g,1,10,0,,,,
379,3,30,1,2,2,B,pc,g,1,12,0,,,,
380,3,30,1,2,2,C,pc,g,1,12,0,,,,
381,3,30,1,2,2,F,pc,g,1,12,1,,,,
382,3,30,1,2,2,X,pc,g,1,12,1,,,,
383,3,30,1,2,2,Y,pc,g,1,12,0,,,,
384,3,30,1,2,2,Z,pc,g,1,12,0,,,,
385,3,30,1,2,2,B,pc,g,1,15,0,,,,
386,3,30,1,2,2,C,pc,g,1,15,0,,,,
387,3,30,1,2,2,F,pc,g,1,15,1,,,,
388,3,30,1,2,2,X,pc,g,1,15,1,,,,
389,3,30,1,2,2,Y,pc,g,1,15,0,,,,
390,3,30,1,2,2,Z,pc,g,1,15,1,,,,
391,3,30,1,2,2,B,pc,g,1,17,0,,,,
392,3,30,1,2,2,C,pc,g,1,17,0,,,,
393,3,30,1,2,2,F,pc,g,1,17,1,,,,
394,3,30,1,2,2,X,pc,g,1,17,1,,,,
395,3,30,1,2,2,Y,pc,g,1,17,0,,,,
396,3,30,1,2,2,Z,pc,g,1,17,1,,,,
397,3,30,1,2,2,B,pc,g,1,20,0,,,,
398,3,30,1,2,2,C,pc,g,1,20,0,,,,
399,3,30,1,2,2,F,pc,g,1,20,1,,,,
400,3,30,1,2,2,X,pc,g,1,20,1,,,,
401,3,30,1,2,2,Y,pc,g,1,20,0,,,,
402,3,30,1,2,2,Z,pc,g,1,20,2,,,,
403,3,30,1,2,2,B,pc,g,1,23,0,,,,
404,3,30,1,2,2,C,pc,g,1,23,0,,,,
405,3,30,1,2,2,F,pc,g,1,23,1,,,,
406,3,30,1,2,2,X,pc,g,1,23,1,,,,
407,3,30,1,2,2,Y,pc,g,1,23,0,,,,
408,3,30,1,2,2,Z,pc,g,1,23,3,,,,
409,3,30,1,2,2,B,pc,g,1,25,0,,,,
410,3,30,1,2,2,C,pc,g,1,25,0,,,,
411,3,30,1,2,2,F,pc,g,1,25,1,,,,
412,3,30,1,2,2,X,pc,g,1,25,1,,,,
413,3,30,1,2,2,Y,pc,g,1,25,0,,,,
414,3,30,1,2,2,Z,pc,g,1,25,3,,,,
415,3,30,1,2,2,B,pc,g,1,28,0,,,,
416,3,30,1,2,2,C,pc,g,1,28,0,,,,
417,3,30,1,2,2,F,pc,g,1,28,1,,,,
418,3,30,1,2,2,X,pc,g,1,28,1,,,,
419,3,30,1,2,2,Y,pc,g,1,28,0,,,,
420,3,30,1,2,2,Z,pc,g,1,28,4,,,,
421,3,30,1,2,2,B,pc,g,1,30,0,,,,
422,3,30,1,2,2,C,pc,g,1,30,0,,,,
423,3,30,1,2,2,F,pc,g,1,30,1,,,,
424,3,30,1,2,2,X,pc,g,1,30,1,,,,
425,3,30,1,2,2,Y,pc,g,1,30,0,,,,
426,3,30,1,2,2,Z,pc,g,1,30,4,,,,
427,3,30,1,2,2,B,pc,g,1,35,0,,,,
428,3,30,1,2,2,C,pc,g,1,35,0,,,,
429,3,30,1,2,2,F,pc,g,1,35,0,,,,
430,3,30,1,2,2,X,pc,g,1,35,2,,,,
431,3,30,1,2,2,Y,pc,g,1,35,2,,,,
432,3,30,1,2,2,Z,pc,g,1,35,4,,,,
433,3,30,1,2,2,B,pc,g,1,40,0,,,,
434,3,30,1,2,2,C,pc,g,1,40,0,,,,
435,3,30,1,2,2,F,pc,g,1,40,2,,,,
436,3,30,1,2,2,X,pc,g,1,40,2,,,,
437,3,30,1,2,2,Y,pc,g,1,40,1,,,,
438,3,30,1,2,2,Z,pc,g,1,40,5,,,,
439,3,30,1,2,2,B,pc,g,1,45,1,,,,
440,3,30,1,2,2,C,pc,g,1,45,0,,,,
441,3,30,1,2,2,F,pc,g,1,45,3,,,,
442,3,30,1,2,2,X,pc,g,1,45,2,,,,
443,3,30,1,2,2,Y,pc,g,1,45,1,,,,
444,3,30,1,2,2,Z,pc,g,1,45,3,,,,
445,3,30,1,2,2,B,pc,g,1,52,0,,,,
446,3,30,1,2,2,C,pc,g,1,52,0,,,,
447,3,30,1,2,2,F,pc,g,1,52,3,,,,
448,3,30,1,2,2,X,pc,g,1,52,2,,,,
449,3,30,1,2,2,Y,pc,g,1,52,2,,,,
450,3,30,1,2,2,Z,pc,g,1,52,4,,,,
451,3,30,1,2,2,B,pc,g,1,60,1,,,,
452,3,30,1,2,2,C,pc,g,1,60,0,,,,
453,3,30,1,2,2,F,pc,g,1,60,3,,,,
454,3,30,1,2,2,X,pc,g,1,60,2,,,,
455,3,30,1,2,2,Y,pc,g,1,60,2,,,,
456,3,30,1,2,2,Z,pc,g,1,60,4,,,,
457,3,30,1,2,2,B,pc,g,1,67,1,,,,
458,3,30,1,2,2,C,pc,g,1,67,1,,,,
459,3,30,1,2,2,F,pc,g,1,67,3,,,,
460,3,30,1,2,2,X,pc,g,1,67,2,,,,
461,3,30,1,2,2,Y,pc,g,1,67,2,,,,
462,3,30,1,2,2,Z,pc,g,1,67,5,,,,
463,3,30,1,2,2,B,pc,g,1,75,1,,,,
464,3,30,1,2,2,C,pc,g,1,75,1,,,,
465,3,30,1,2,2,F,pc,g,1,75,3,,,,
466,3,30,1,2,2,X,pc,g,1,75,3,,,,
467,3,30,1,2,2,Y,pc,g,1,75,2,,,,
468,3,30,1,2,2,Z,pc,g,1,75,4,,,,
469,3,30,1,2,2,B,pc,g,1,82,1,,,,
470,3,30,1,2,2,C,pc,g,1,82,2,,,,
471,3,30,1,2,2,F,pc,g,1,82,3,,,,
472,3,30,1,2,2,X,pc,g,1,82,1,,,,
473,3,30,1,2,2,Y,pc,g,1,82,2,,,,
474,3,30,1,2,2,Z,pc,g,1,82,4,,,,
475,3,30,1,2,2,B,pc,g,1,90,1,,,,
476,3,30,1,2,2,C,pc,g,1,90,2,,,,
